subcategory,title,price,rating,reviews,url,category,value_score,popularity_score,price_bucket
Digital Multimeters And Oscilloscope,ANENG PT1032 20A 1000V Slicon Rubber Delay Wire Gold Plated Sharp Probe Needles Digital Multi Meter Test Lead,5.41,4.94,34,https://www.banggood.com/ANENG-PT1032-20A-1000V-Slicon-Rubber-Delay-Wire-Gold-Plated-Sharp-Probe-Needles-Digital-Multi-Meter-Test-Lead-p-1984949.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.9131,29.2254,Low
Digital Multimeters And Oscilloscope,Mini Digital Multimeter Wrist-Worn 6000 Counts Auto-Ranging High Precision 300V AC/DC Rechargeable Battery Wearable Volt Meter,13.15,4.88,8,https://www.banggood.com/Mini-Digital-Multimeter-Wrist-Worn-6000-Counts-Auto-Ranging-High-Precision-300V-AC-or-DC-Rechargeable-Battery-Wearable-Volt-Meter-p-2025085.html?cur_warehouse=CN&ID=6287842&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.3711,14.64,Medium
Digital Multimeters And Oscilloscope,ANENG A3005D 2In1 Multimeter Test Pen with VA Color Display Auto Shutdown Non-Contact Line Wiring Detection NCV Induction Technology High Portability for Electricians and DIY Enthusiasts,11.22,4.97,32,https://www.banggood.com/ANENG-A3005D-2In1-Multimeter-Test-Pen-with-VA-Color-Display-Auto-Shutdown-Non-Contact-Line-Wiring-Detection-NCV-Induction-Technology-High-Portability-for-Electricians-and-DIY-Enthusiasts-p-2002956.html?cur_warehouse=CN&ID=6324852&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.443,28.5505,Medium
Digital Multimeters And Oscilloscope,East Tester Dual Channel Function Arbitrary Waveform Generator 60Mhz Frequency Meter Signal Source ET3320C ET3340C ET3360C,73.54,5.0,6,https://www.banggood.com/East-Tester-Dual-Channel-Function-Arbitrary-Waveform-Generator-60Mhz-Frequency-Meter-Signal-Source-ET3320C-ET3340C-ET3360C-p-2013532.html?cur_warehouse=CN&ID=6328566&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.068,13.2288,Premium
Digital Multimeters And Oscilloscope,T01 Wireless Detector 5 Gears Adjustable Sensitivity Anti-Spy GPS Car Locator Signal Detection Device 360-Degree Full Range Detection for Hidden Cameras Locators Bugs Accurate GPS,13.15,5.0,7,https://www.banggood.com/T01-Wireless-Detector-5-Gears-Adjustable-Sensitivity-Anti-Spy-GPS-Car-Locator-Signal-Detection-Device-360-Degree-Full-Range-Detection-for-Hidden-Cameras-Locators-Bugs-Accurate-GPS-p-2003901.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.3802,14.1421,Medium
Digital Multimeters And Oscilloscope,ANENG PT2002 Multimeter Stainless Steel Probe for Automobile Detection with Puncture-free Special Tip,3.86,4.7,64,https://www.banggood.com/ANENG-PT2002-Multimeter-Stainless-Steel-Probe-for-Automobile-Detection-with-Puncture-free-Special-Tip-p-1984940.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",1.2176,37.8926,Low
Digital Multimeters And Oscilloscope,QLS3600S Signal Generator 0-30MHz High Stability Multiple Waveforms USB Interface Frequency Sweep VCO Burst DC 5V Power Amplitude Control,42.57,4.93,0,https://www.banggood.com/QLS3600S-Signal-Generator-0-30MHz-High-Stability-Multiple-Waveforms-USB-Interface-Frequency-Sweep-VCO-Burst-DC-5V-Power-Amplitude-Control-p-2024175.html?cur_warehouse=CN&ID=63298096329815&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.1158,4.93,Premium
Digital Multimeters And Oscilloscope,ANENG AN870 Auto Range Digital Precision Multimeter 19999 Counts True-RMS NCV Ohmmeter Tester,28.22,4.94,514,https://www.banggood.com/ANENG-AN870-Auto-Range-Digital-Precision-Multimeter-19999-Counts-True-RMS-NCV-Ohmmeter-Tester-p-1268841.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.1751,112.1064,Premium
Digital Multimeters And Oscilloscope,BM4070 Digital LCD LCR Meter Inductance Capacitance Resistance Tester Multimeter,28.64,4.92,131,https://www.banggood.com/BM4070-Digital-LCD-LCR-Meter-Inductance-Capacitance-Resistance-Tester-Multimeter-p-1262781.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.1718,56.5265,Premium
Digital Multimeters And Oscilloscope,BSIDE ESR02PRO Digital Transistor SMD Components Tester Diode Triode Capacitance Inductance Meter,23.99,4.88,252,https://www.banggood.com/BSIDE-ESR02PRO-Digital-Transistor-SMD-Components-Tester-Diode-Triode-Capacitance-Inductance-Meter-p-1218985.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.2034,77.6212,High
Digital Multimeters And Oscilloscope,ALIENTEK LT1 Portable Smart LCR Meter Tweezers with IPS Display Ideal for Voltage and Continuity Testing,36.38,4.93,0,https://www.banggood.com/ALIENTEK-LT1-Portable-Smart-LCR-Meter-Tweezers-with-IPS-Display-Ideal-for-Voltage-and-Continuity-Testing-p-2044142.html?cur_warehouse=CN&ID=6325191&rmmds=CategoryToolsPop&trace_id=1ca01763853846465,"Tools,Industrial And Scientific",0.1355,4.93,Premium
Optical Instruments,MUSTOOL G1200D Digital Microscope 12MP 7 Inch Large Color Screen Large Base LCD Display 1-1200X Continuous with Light,47.99,4.8,508,https://www.banggood.com/MUSTOOL-G1200D-Digital-Microscope-12MP-7-Inch-Large-Color-Screen-Large-Base-LCD-Display-1-1200X-Continuous-with-Light-p-1896503.html?cur_warehouse=CN&ID=6295919&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.1,108.2929,Premium
Optical Instruments,DANIU Flexible Desk Large 5X USB LED Magnifying Glass 33cm+33cm Bracket 3 Colors Illuminated Magnifier Lamp Loupe,17.02,4.89,1075,https://www.banggood.com/DANIU-Flexible-Desk-Large-5X-USB-LED-Magnifying-Glass-33cm+33cm-Bracket-3-Colors-Illuminated-Magnifier-Lamp-Loupe-p-1592702.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.2873,160.4039,High
Optical Instruments,Industrial Microscope Camera Bracket Adjustable 360° Rotation Monocular Design High Quality Metal Load Capacity 3.5 IBS Compatible with 42mm and 50mm Lenses Ideal for Industrial Visual Inspection Applications,17.8,4.0,6,https://www.banggood.com/Industrial-Microscope-Camera-Bracket-Adjustable-360-Rotation-Monocular-Design-High-Quality-Metal-Load-Capacity-3_5-IBS-Compatible-with-42mm-and-50mm-Lenses-Ideal-for-Industrial-Visual-Inspection-Applications-p-2014370.html?cur_warehouse=CN&ID=6301122&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.2247,10.583,High
Optical Instruments,5X LED Magnifying Lamp Clip-On with USB Magnifier Adjustable Brightness and Color Temperature for Reading Beauty Crafts,7.97,4.25,4,https://www.banggood.com/5X-LED-Magnifying-Lamp-Clip-On-with-USB-Magnifier-Adjustable-Brightness-and-Color-Temperature-for-Reading-Beauty-Crafts-p-2019588.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.5332,9.5033,Low
Optical Instruments,Flexible Desk Large 22cm+22cm  5X USB LED Magnifying Glass 3 Colors Illuminated Magnifier Lamp Loupe Reading/Rework Soldering with with Short Bracket,18.93,4.9,248,https://www.banggood.com/Flexible-Desk-Large-22cm+22cm-5X-USB-LED-Magnifying-Glass-3-Colors-Illuminated-Magnifier-Lamp-Loupe-Reading-or-Rework-Soldering-with-with-Short-Bracket-p-1592701.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.2588,77.3207,High
Optical Instruments,MUSTOOL G1200 Digital Microscope 12MP 7 Inch Large Color Screen Large Base LCD Display 1-1200X Continuous,51.09,4.92,2090,https://www.banggood.com/MUSTOOL-G1200-Digital-Microscope-12MP-7-Inch-Large-Color-Screen-Large-Base-LCD-Display-1-1200X-Continuous-p-1553823.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.0963,224.9791,Premium
Optical Instruments,HAYEAR 26MP HDMI-compatible Digital Microscope 2100X Digital Magnification Adjustable 7 inch Screen 60fps Hight Frames Rate Microscope Camera with HDR Mode Can Eliminate Metal Reflection For Soldering HY-2070,89.8,4.8,44,https://www.banggood.com/HAYEAR-26MP-HDMI-compatible-Digital-Microscope-2100X-Digital-Magnification-Adjustable-7-inch-Screen-60fps-Hight-Frames-Rate-Microscope-Camera-with-HDR-Mode-Can-Eliminate-Metal-Reflection-For-Soldering-HY-2070-p-1892965.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.0535,32.1994,Premium
Optical Instruments,Monocular Digital Optical Microscope 64X-2400X with Adjustable Zoom Phone Holder Design Fill Light Complete Experimental Equipment for Science Education Biology Experiment,29.41,5.0,5,https://www.banggood.com/Monocular-Digital-Optical-Microscope-64X-2400X-with-Adjustable-Zoom-Phone-Holder-Design-Fill-Light-Complete-Experimental-Equipment-for-Science-Education-Biology-Experiment-p-2010857.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.17,12.2474,Premium
Optical Instruments,10X 15X 20X 25X Spectacles Glasses LED Lamp Magnifier Loupe Jewellery Maintain with 8pcs Replacement,8.51,4.68,722,https://www.banggood.com/10X-15X-20X-25X-Spectacles-Glasses-LED-Lamp-Magnifier-Loupe-Jewellery-Maintain-with-8pcs-Replacement-p-1044403.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.5499,125.8389,Low
Optical Instruments,130X 180X 300X Industrial Adjustable Monocular Zoom CS C mount Lens HDMI-compatible Video Microscope Camera,17.8,5.0,37,https://www.banggood.com/130X-180X-300X-Industrial-Adjustable-Monocular-Zoom-CS-C-mount-Lens-HDMI-compatible-Video-Microscope-Camera-p-1984264.html?cur_warehouse=CN&ID=6322419&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.2809,30.8221,High
Optical Instruments,Portable Head Wearing Magnifying Glass 10X 15X 20X 25X LED Double Eye Repair Magnifier Loupe,11.06,4.58,461,https://www.banggood.com/Portable-Head-Wearing-Magnifying-Glass-10X-15X-20X-25X-LED-Double-Eye-Repair-Magnifier-Loupe-p-1975575.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.4141,98.4434,Medium
Optical Instruments,Mini Microscope Handheld LED Light Portable Microscope 60X-120X Magnification Educational Science Toy for Exploration and Learning,12.38,4.71,91,https://www.banggood.com/Mini-Microscope-Handheld-LED-Light-Portable-Microscope-60X-120X-Magnification-Educational-Science-Toy-for-Exploration-and-Learning-p-1993580.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.3805,45.1767,Medium
Optical Instruments,Dual Head LED Microscope Lamp Adjustable Brightness High Luminosity 60000LM for Soldering Industrial Microscopy Camera Lighting Energy Efficient Non-Flickering Light,9.28,4.5,10,https://www.banggood.com/Dual-Head-LED-Microscope-Lamp-Adjustable-Brightness-High-Luminosity-60000LM-for-Soldering-Industrial-Microscopy-Camera-Lighting-Energy-Efficient-Non-Flickering-Light-p-2010858.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.4849,14.9248,Low
Optical Instruments,2.5X 4X 6X 8X 10X 15X 20X 25X Double Eye Loupe Head Wearing Head-Mounted Repair Jeweler Watch Clock Magnifier,12.38,5.0,6,https://www.banggood.com/2_5X-4X-6X-8X-10X-15X-20X-25X-Double-Eye-Loupe-Head-Wearing-Head-Mounted-Repair-Jeweler-Watch-Clock-Magnifier-p-1992479.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.4039,13.2288,Medium
Optical Instruments,300mah Professional Magnifying Glasses with 5 Lens 1X-3.5X 4 LED Headband Magnifier Lamp USB Charging Jeweler Repair Loupe Craft,10.06,4.94,18,https://www.banggood.com/300mah-Professional-Magnifying-Glasses-with-5-Lens-1X-3_5X-4-LED-Headband-Magnifier-Lamp-USB-Charging-Jeweler-Repair-Loupe-Craft-p-1992329.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.4911,21.533,Medium
Optical Instruments,3 in 1 1600X Digital Microscope Camera Type-C USB Portable High Resolution LED Magnifier for Soldering and Cell Phone Repair Dual Power,11.53,4.5,24,https://www.banggood.com/3-in-1-1600X-Digital-Microscope-Camera-Type-C-USB-Portable-High-Resolution-LED-Magnifier-for-Soldering-and-Cell-Phone-Repair-Dual-Power-p-1993018.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.3903,22.5,Medium
Optical Instruments,10W LED Desk Lamp with Clamp Adjustable Swing Arm Dimmable 10 Brightness Levels 3 Color Modes Eye-Care Lighting for Home Office,14.7,5.0,5,https://www.banggood.com/10W-LED-Desk-Lamp-with-Clamp-Adjustable-Swing-Arm-Dimmable-10-Brightness-Levels-3-Color-Modes-Eye-Care-Lighting-for-Home-Office-p-2019591.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.3401,12.2474,Medium
Optical Instruments,3X 45X Mini Handheld Magnifier Dual Lens 3 LED Light Magnifying Glass Effective Lens Diameter 75MM and 22MM Brightness Adjustable Great For Reading Jewelry Evaluation,9.28,5.0,1,https://www.banggood.com/3X-45X-Mini-Handheld-Magnifier-Dual-Lens-3-LED-Light-Magnifying-Glass-Effective-Lens-Diameter-75MM-and-22MM-Brightness-Adjustable-Great-For-Reading-Jewelry-Evaluation-p-2015987.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.5388,7.0711,Low
Optical Instruments,HAYEAR Adjustable 6500K 144 LED Ring Light Illuminator Lamp For Industry Stereo Microscope Lens Camera Magnifier 110V-240V Adapter,13.54,4.97,33,https://www.banggood.com/HAYEAR-Adjustable-6500K-144-LED-Ring-Light-Illuminator-Lamp-For-Industry-Stereo-Microscope-Lens-Camera-Magnifier-110V-240V-Adapter-p-1985499.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.3671,28.9798,Medium
Optical Instruments,6X-10X Mini Pocket Magnifier Adjustable Handheld Reading Magnifier with Parent-Child Acrylic Lens Three-Mode Lighting Ideal for Outdoor Observation Reading Antique Appreciation and Circuitry Repair,7.73,4.33,3,https://www.banggood.com/6X-10X-Mini-Pocket-Magnifier-Adjustable-Handheld-Reading-Magnifier-with-Parent-Child-Acrylic-Lens-Three-Mode-Lighting-Ideal-for-Outdoor-Observation-Reading-Antique-Appreciation-and-Circuitry-Repair-p-2015997.html?cur_warehouse=CN&ID=224&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.5602,8.66,Low
Optical Instruments,Portable 18LED Touch Switch Folding 5x 11x Magnifying Glass for Precision Measurement and Repair with Detachable Handheld Desktop and Charging,13.93,5.0,2,https://www.banggood.com/Portable-18LED-Touch-Switch-Folding-5x-11x-Magnifying-Glass-for-Precision-Measurement-and-Repair-with-Detachable-Handheld-Desktop-and-Charging-p-1994437.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.3589,8.6603,Medium
Optical Instruments,0.35X 0.5X C mount Lens Adapter Focus Adjustable Camera Installation C mount Adapter to New Type Trinocular Stereo microscope,20.89,5.0,10,https://www.banggood.com/0_35X-0_5X-C-mount-Lens-Adapter-Focus-Adjustable-Camera-Installation-C-mount-Adapter-to-New-Type-Trinocular-Stereo-microscope-p-1985497.html?cur_warehouse=CN&ID=6220722&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.2393,16.5831,High
Optical Instruments,"3-in-1 Multiple Use Magnifying Glass with Light, Large 5.12",19.11,5.0,2,"https://www.banggood.com/3-in-1-Multiple-Use-Magnifying-Glass-with-Light,Large-5_12-inch-Diameter-Glass-Lens,24-Ultra-Bright-Adjustable-LED-Lights-USB-Rechargeable-1000mAh-Battery-Ideal-for-Reading-Sewing-Crafts-Cross-Stitch_-p-2013284.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632","Tools,Industrial And Scientific",0.2616,8.6603,High
Optical Instruments,Handheld Reading Magnifier with Dual 5X 10X High Magnification ABS Plastic Acrylic Optical Lens 135mm Effective Diameter 30 LED lights for Illuminated Reading Ideal for Elderly and Reading Enthusiasts,7.73,5.0,4,https://www.banggood.com/Handheld-Reading-Magnifier-with-Dual-5X-10X-High-Magnification-ABS-Plastic-Acrylic-Optical-Lens-135mm-Effective-Diameter-30-LED-lights-for-Illuminated-Reading-Ideal-for-Elderly-and-Reading-Enthusiasts-p-2004264.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.6468,11.1803,Low
Optical Instruments,Handheld Portable Foldable Lamp Illuminated Magnifier 5X 11X Magnifying Table 8 LED Lights Loupe Magnifier Screen for Newspaper,10.83,4.93,42,https://www.banggood.com/Handheld-Portable-Foldable-Lamp-Illuminated-Magnifier-5X-11X-Magnifying-Table-8-LED-Lights-Loupe-Magnifier-Screen-for-Newspaper-p-1472829.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.4552,32.3282,Medium
Optical Instruments,HAYEAR WD105 WD210 Microscope C Mount Zoom Lens 0.7X-5X Magnification Continuously Variable Zoom Lens 105mm/ 210mm Working Distance for Inspection Electronic Repair Soldering,84.38,4.93,0,https://www.banggood.com/HAYEAR-WD105-WD210-Microscope-C-Mount-Zoom-Lens-0_7X-5X-Magnification-Continuously-Variable-Zoom-Lens-105mm-or-210mm-Working-Distance-for-Inspection-Electronic-Repair-Soldering-p-2041454.html?cur_warehouse=CN&ID=6335249&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.0584,4.93,Premium
Optical Instruments,HAYEAR Industry Mono Lens Zoom C Mount Adapter Lens 0.35X 0.5X 1X 2X Microscope Lens for 28mm Eyetube Digital Camera,13.93,4.93,0,https://www.banggood.com/HAYEAR-Industry-Mono-Lens-Zoom-C-Mount-Adapter-Lens-0_35X-0_5X-1X-2X-Microscope-Lens-for-28mm-Eyetube-Digital-Camera-p-2041462.html?cur_warehouse=CN&ID=6220722&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.3539,4.93,Medium
Optical Instruments,HAYEAR Zoom C-Mount Lens 120X Magnification 5:1 Zoom Ratio 50mm-700mm Working Distance 3.1mm-66mm Field of View Microscope Accessory 50mm Ring Adapter,20.12,4.93,0,https://www.banggood.com/HAYEAR-Zoom-C-Mount-Lens-120X-Magnification-5-1-Zoom-Ratio-50mm-700mm-Working-Distance-3_1mm-66mm-Field-of-View-Microscope-Accessory-50mm-Ring-Adapter-p-2041464.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.245,4.93,High
Optical Instruments,HAYEAR 23.2mm to C Mount Adapter Microscope Eyepiece Camera Connector Industrial Video Biological Stereo Microscope Accessory High Quality Metal,7.35,4.93,0,https://www.banggood.com/HAYEAR-23_2mm-to-C-Mount-Adapter-Microscope-Eyepiece-Camera-Connector-Industrial-Video-Biological-Stereo-Microscope-Accessory-High-Quality-Metal-p-2041465.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.6707,4.93,Low
Optical Instruments,3Pcs HAYEAR 0.5X C Mount Microscope Adapter 30.5mm 30mm Electronic Eyepiece Reduction Lens 0.5X Microscope Relay Lens for Microscope CCD Camera,13.93,4.93,0,https://www.banggood.com/3Pcs-HAYEAR-0_5X-C-Mount-Microscope-Adapter-30_5mm-30mm-Electronic-Eyepiece-Reduction-Lens-0_5X-Microscope-Relay-Lens-for-Microscope-CCD-Camera-p-2041467.html?cur_warehouse=CN&ID=6313688&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.3539,4.93,Medium
Optical Instruments,Microscope Monocular Lens Ring Adapter Aluminum 28mm 40mm 50mm Inside Diameter Grey Lightweight Industrial Microscope Accessory Versatile Easy Installation,7.73,4.93,0,https://www.banggood.com/Microscope-Monocular-Lens-Ring-Adapter-Aluminum-28mm-40mm-50mm-Inside-Diameter-Grey-Lightweight-Industrial-Microscope-Accessory-Versatile-Easy-Installation-p-2041542.html?cur_warehouse=CN&ID=6301877&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.6378,4.93,Low
Optical Instruments,HAYEAR Microscope Accessories Set Microscope Stand Ring Adapter Monocular Lens Holder Compatible 25mm 32mm 50mm Metal Industrial Stereo Microscope Precision Focusing Adjustable Arm Display Mount,7.73,4.93,0,https://www.banggood.com/HAYEAR-Microscope-Accessories-Set-Microscope-Stand-Ring-Adapter-Monocular-Lens-Holder-Compatible-25mm-32mm-50mm-Metal-Industrial-Stereo-Microscope-Precision-Focusing-Adjustable-Arm-Display-Mount-p-2041545.html?cur_warehouse=CN&ID=6335245&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.6378,4.93,Low
Optical Instruments,HAYEAR Biological Microscope Adapter T2 Mount Aluminum C Mount 25mm Eyepiece Port for Canon Nikon DSLR Camera Photography Accessory High Compatibility Easy Installation,12.38,4.93,0,https://www.banggood.com/HAYEAR-Biological-Microscope-Adapter-T2-Mount-Aluminum-C-Mount-25mm-Eyepiece-Port-for-Canon-Nikon-DSLR-Camera-Photography-Accessory-High-Compatibility-Easy-Installation-p-2042388.html?cur_warehouse=CN&ID=6299812&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.3982,4.93,Medium
Optical Instruments,2Pcs HAYEAR Microscope Lens 10X Magnification 20/22mm Field View Laboratory Stereo Microscope Lens 30mm Interface High Eye Point Wide Angle Eyepiece Microscope Fittings,23.22,4.93,0,https://www.banggood.com/2Pcs-HAYEAR-Microscope-Lens-10X-Magnification-20-or-22mm-Field-View-Laboratory-Stereo-Microscope-Lens-30mm-Interface-High-Eye-Point-Wide-Angle-Eyepiece-Microscope-Fittings-p-2042689.html?cur_warehouse=CN&ID=6335235&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.2123,4.93,High
Optical Instruments,1600X 8LED 2MP USB Zoom Digital Microscope Hand Held Biological Camera,17.02,4.8,127,https://www.banggood.com/1600X-8LED-2MP-USB-Zoom-Digital-Microscope-Hand-Held-Biological-Camera-p-1609653.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.282,54.3058,High
Optical Instruments,MT315 2000X Dual Lens Digital Microscope 7-inch HD IPS Large Screen Multiple Lens for Circuit/Cells Observation Up&Down Light Source Support Computer Viewing,73.54,4.82,211,https://www.banggood.com/MT315-2000X-Dual-Lens-Digital-Microscope-7-inch-HD-IPS-Large-Screen-Multiple-Lens-for-Circuit-or-Cells-Observation-UpandDown-Light-Source-Support-Computer-Viewing-p-1746195.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.0655,70.1803,Premium
Optical Instruments,HAYEAR WD165 0.5X 0.7X  2.0X Auxiliary Objects Lens Microscope Camera Lens For Trinocular Binocular Stereo Zoom Microscope Barlow Glass Lens,15.48,5.0,7,https://www.banggood.com/HAYEAR-WD165-0_5X-0_7X-2_0X-Auxiliary-Objects-Lens-Microscope-Camera-Lens-For-Trinocular-Binocular-Stereo-Zoom-Microscope-Barlow-Glass-Lens-p-1985459.html?cur_warehouse=CN&ID=6292756&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.323,14.1421,Medium
Optical Instruments,HAYEAR Aluminum Digital Microscope Stand Industrial Camera Monocular Lens Lift Repair Workbench Black,44.89,5.0,3,https://www.banggood.com/HAYEAR-Aluminum-Digital-Microscope-Stand-Industrial-Camera-Monocular-Lens-Lift-Repair-Workbench-Black-p-1994218.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.1114,10.0,Premium
Optical Instruments,137mm Large Handheld Magnifier Magnifying Glass with 3 Led Lights 2X 4X 25X Magnifier Glass Lens for Reading Repair Observation,7.35,5.0,9,https://www.banggood.com/137mm-Large-Handheld-Magnifier-Magnifying-Glass-with-3-Led-Lights-2X-4X-25X-Magnifier-Glass-Lens-for-Reading-Repair-Observation-p-1994434.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.6803,15.8114,Low
Optical Instruments,INSKAM 321-p 1600X 2MP Digital Microscope Hand Held Adjustable Microscope Electronic Camera 8 LED Magnifier with Stand Microscope Accessories,17.02,5.0,1,https://www.banggood.com/INSKAM-321-p-1600X-2MP-Digital-Microscope-Hand-Held-Adjustable-Microscope-Electronic-Camera-8-LED-Magnifier-with-Stand-Microscope-Accessories-p-1989009.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.2938,7.0711,High
Optical Instruments,10X High Magnification Crystal Desktop Reading Magnifier Acrylic Lens 65mm Lens Diameter and Dual Function as Paperweight for Home and Office Use,7.73,4.93,0,https://www.banggood.com/10X-High-Magnification-Crystal-Desktop-Reading-Magnifier-Acrylic-Lens-65mm-Lens-Diameter-and-Dual-Function-as-Paperweight-for-Home-and-Office-Use-p-2012702.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.6378,4.93,Low
Optical Instruments,ChuDa 9882AW Mobile Phone Microscope Clip 45x Magnification with Dual LED Illumination and UV Light ABS Shell Acrylic Optical Lens Compact Design Essential Tool for Collectors and Hobbyists,6.96,5.0,3,https://www.banggood.com/ChuDa-9882AW-Mobile-Phone-Microscope-Clip-45x-Magnification-with-Dual-LED-Illumination-and-UV-Light-ABS-Shell-Acrylic-Optical-Lens-Compact-Design-Essential-Tool-for-Collectors-and-Hobbyists-p-2013092.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853863632,"Tools,Industrial And Scientific",0.7184,10.0,Low
